symbol,close,ema20,ema50,ema200,ema_stack,pct_from_52w,near_52w,vol_ratio,vol_contracted,atr_ratio,atr_contracted,nr7,inside_bar,nr7_ib,rs_rank,daily_rsi,weekly_rsi,rsi_alert,entry_trigger,stop_loss,score
DATAPATTNS,4656.7,4498.94,4212.14,3428.89,True,6.04,True,0.43,True,0.55,True,False,False,False,94,58.7,69.0,,4717.11,4505.59,7
HONASA,469.5,424.74,393.19,330.22,True,0.81,True,1.58,False,1.27,False,True,True,True,93,79.4,79.6,⚠️ W RSI>75,472.87,463.54,7
CRAFTSMAN,9275.5,9240.34,8802.36,7674.18,True,6.67,True,0.35,True,0.62,True,False,False,False,91,54.2,69.0,,9340.83,9203.29,7
CEMPRO,1431.4,1215.49,1053.97,823.89,True,0.0,True,0.38,True,0.85,False,False,False,False,99,77.3,82.1,⚠️ W RSI>75,1432.83,1378.62,6
HFCL,204.59,197.11,168.6,112.39,True,7.04,True,0.38,True,0.79,False,False,False,False,99,61.0,72.8,,209.71,201.29,6
DEEPAKFERT,1664.3,1542.63,1428.83,1304.28,True,5.76,True,0.39,True,0.79,False,False,False,False,91,70.3,74.6,,1679.28,1600.0,6
HSCL,662.65,660.64,622.95,530.94,True,7.71,True,0.82,False,0.67,True,False,True,False,89,52.8,70.8,,670.12,643.16,6
NAVINFLUOR,7646.5,7426.35,7130.06,6253.21,True,2.09,True,0.35,True,0.87,False,False,False,False,89,62.0,75.2,⚠️ W RSI>75,7683.68,7494.5,6
WOCKPHARMA,1950.0,1934.57,1792.86,1538.41,True,19.5,False,0.22,True,0.64,True,False,False,False,88,55.4,66.0,,1986.68,1874.72,6
ABCAPITAL,392.95,378.2,363.83,332.5,True,1.6,True,0.99,False,0.64,True,False,False,False,86,63.1,64.1,,397.75,389.01,6
ANGELONE,346.15,338.66,325.25,283.27,True,3.97,True,0.54,True,0.74,False,False,False,False,85,56.8,63.9,,348.2,335.86,6
CHENNPETRO,1134.1,1130.26,1095.67,952.16,True,9.2,True,0.41,True,0.68,True,False,False,False,82,51.9,60.7,,1156.86,1128.87,6
JINDALSAW,262.9,253.6,240.05,211.02,True,2.6,True,0.38,True,0.59,True,False,True,False,78,61.7,60.9,,263.56,257.04,6
TITAGARH,883.6,878.02,835.65,801.95,True,9.0,True,0.27,True,0.59,True,False,False,False,74,54.6,59.0,,896.35,872.93,6
CCL,1186.4,1149.62,1122.42,1021.97,True,4.03,True,0.34,True,0.69,True,False,True,False,72,63.9,65.6,,1199.1,1170.83,6
TRAVELFOOD,1339.8,1299.66,1260.39,1218.34,True,7.28,True,0.36,True,0.69,True,True,False,False,0,60.7,60.1,,1351.35,1323.68,6
ACUTAAS,3691.8,3300.79,3025.6,2290.42,True,0.89,True,1.44,False,1.08,False,False,False,False,99,76.4,85.8,⚠️ W RSI>75,3728.72,3576.12,5
AEGISLOG,1321.9,1049.79,895.3,772.25,True,0.98,True,1.1,False,1.31,False,False,False,False,98,93.2,80.6,⚠️ D+W OB,1336.33,1219.98,5
ATHERENERG,1143.0,1033.26,969.73,768.35,True,2.82,True,1.43,False,1.22,False,False,True,False,98,71.2,74.7,,1156.05,1119.88,5
KIRLOSENG,2321.4,2196.91,1952.11,1467.83,True,14.65,True,0.85,False,0.81,False,False,False,False,98,63.6,84.1,⚠️ W RSI>75,2415.91,2299.9,5
SYRMA,1398.3,1326.84,1188.25,927.87,True,7.87,True,0.7,False,0.95,False,False,False,False,98,66.5,74.7,,1437.44,1376.62,5
ADANIGREEN,1555.2,1498.16,1399.48,1156.73,True,0.54,True,0.63,False,0.84,False,False,False,False,97,62.6,73.0,,1565.16,1508.49,5
CARTRADE,2742.0,2494.94,2221.75,2153.16,True,16.67,False,0.46,True,0.7,False,False,True,False,97,71.2,66.2,,2827.02,2709.29,5
RRKABEL,2393.5,2304.16,2077.12,1656.04,True,6.1,True,0.89,False,0.98,False,False,False,False,97,66.0,71.5,,2411.71,2332.27,5
IDEA,14.48,14.36,13.39,10.99,True,5.61,True,0.83,False,0.76,False,False,True,False,97,56.0,65.0,,14.76,14.39,5
WELCORP,1498.8,1426.34,1322.78,1047.5,True,2.61,True,0.8,False,1.06,False,False,True,False,97,65.4,83.4,⚠️ W RSI>75,1517.02,1470.53,5
ADANIENSOL,1556.9,1502.24,1424.37,1164.71,True,3.59,True,0.85,False,0.85,False,False,False,False,96,61.7,71.6,,1571.87,1494.4,5
GABRIEL,1242.1,1180.25,1111.72,1018.34,True,10.35,True,0.72,False,0.8,False,False,False,False,96,63.0,63.7,,1259.36,1218.78,5
LAURUSLABS,1528.0,1439.77,1346.96,1107.7,True,0.21,True,2.01,False,1.06,False,False,False,False,96,70.4,77.9,⚠️ W RSI>75,1531.53,1474.52,5
SCHNEIDER,1453.9,1323.12,1239.3,995.84,True,1.01,True,1.47,False,1.08,False,False,False,False,96,61.8,69.4,,1466.46,1359.64,5
ABDL,672.95,623.73,582.4,529.91,True,2.59,True,1.45,False,0.96,False,False,True,False,95,75.3,60.5,,675.68,660.34,5
BELRISE,238.2,235.55,224.3,187.77,True,5.48,True,0.73,False,0.78,False,False,False,False,95,56.5,75.0,,241.99,233.28,5
BHEL,401.95,401.89,382.57,314.61,True,5.4,True,1.03,False,0.88,False,False,False,False,95,52.1,66.4,,415.47,399.4,5
ADANIENT,3177.5,3000.73,2799.35,2469.46,True,1.61,True,0.83,False,0.97,False,False,False,False,94,67.6,74.5,,3232.83,3143.85,5
MAHABANK,91.04,87.79,82.48,69.31,True,3.66,True,0.91,False,1.03,False,False,True,False,94,64.3,72.3,,91.98,90.51,5
NEULANDLAB,18988.0,17748.87,16818.39,15177.68,True,3.84,True,0.68,False,0.83,False,False,True,False,94,75.7,71.3,,19069.05,18686.29,5
NAM-INDIA,1213.2,1140.82,1084.21,944.3,True,1.65,True,0.66,False,0.84,False,False,False,False,93,68.5,68.8,,1234.73,1190.31,5
OFSS,10986.0,10239.98,9574.42,8429.26,True,2.56,True,0.79,False,0.91,False,False,False,False,93,71.4,69.9,,11286.28,10941.05,5
RADICO,3972.4,3739.41,3532.51,3149.78,True,0.35,True,0.99,False,0.99,False,False,False,False,93,77.9,73.4,,3990.29,3897.2,5
VIJAYA,1397.8,1326.28,1256.61,1102.6,True,2.1,True,2.51,False,1.05,False,False,False,False,93,61.7,66.1,,1411.41,1345.05,5
ACMESOLAR,393.25,354.68,326.44,278.92,True,0.76,True,0.97,False,0.95,False,False,True,False,92,78.0,76.7,⚠️ W RSI>75,395.4,378.92,5
ANANDRATHI,1989.7,1883.1,1809.89,1591.99,True,2.12,True,1.16,False,1.13,False,False,False,False,92,74.8,77.0,⚠️ W RSI>75,2005.5,1943.15,5
CAPLIPOINT,2538.2,2410.05,2183.49,1969.02,True,5.11,True,0.78,False,0.82,False,False,False,False,92,67.9,76.1,⚠️ W RSI>75,2586.58,2506.99,5
OLECTRA,1537.8,1425.66,1325.34,1246.01,True,10.29,True,0.77,False,0.75,False,False,False,False,92,70.7,67.5,,1557.56,1501.0,5
J&KBANK,164.7,156.46,146.68,123.7,True,1.47,True,0.9,False,1.07,False,False,False,False,91,66.6,74.4,,165.77,157.49,5
NUVAMA,1819.1,1700.3,1577.88,1418.3,True,0.32,True,0.64,False,0.73,False,False,False,False,91,75.2,74.6,,1825.82,1787.21,5
THERMAX,4917.0,4825.72,4532.79,3765.82,True,6.47,True,1.1,False,1.31,False,False,False,False,91,56.7,70.8,,5099.09,4805.19,5
BHARATFORG,2148.9,2068.12,1975.5,1687.68,True,3.98,True,1.87,False,1.28,False,False,True,False,90,65.4,74.8,,2155.85,2096.1,5
GRANULES,825.7,781.91,748.02,640.59,True,0.4,True,1.01,False,1.05,False,False,False,False,90,67.4,75.1,⚠️ W RSI>75,829.83,803.7,5
LTF,315.25,293.31,284.88,268.49,True,3.33,True,1.99,False,0.82,False,False,False,False,90,72.0,60.5,,316.32,310.94,5
BOSCHLTD,41515.0,39423.4,37943.86,36291.42,True,1.03,True,1.89,False,1.2,False,False,False,False,89,72.9,59.5,,41716.67,40469.49,5
GLAND,2446.2,2308.91,2165.73,1908.95,True,3.25,True,1.3,False,0.9,False,False,True,False,89,67.6,68.4,,2485.98,2429.67,5
ABSLAMC,1191.3,1133.43,1078.34,932.69,True,2.74,True,1.12,False,1.23,False,False,False,False,88,61.4,68.8,,1199.2,1137.76,5
CGPOWER,959.4,938.39,888.98,770.74,True,2.19,True,1.25,False,0.89,False,False,False,False,88,58.8,70.8,,981.88,950.95,5
SAILIFE,1238.0,1208.51,1152.04,998.18,True,1.75,True,0.68,False,0.78,False,False,False,False,88,61.3,76.3,⚠️ W RSI>75,1248.25,1213.79,5
MOTHERSON,147.59,145.64,138.89,122.72,True,4.93,True,1.16,False,0.72,False,False,True,False,88,57.3,63.9,,148.74,146.55,5
FEDERALBNK,331.0,319.17,305.86,271.87,True,0.41,True,0.7,False,0.75,False,False,False,False,87,73.6,70.8,,332.68,328.97,5
MINDACORP,709.05,661.1,616.98,567.0,True,0.64,True,0.85,False,0.89,False,False,False,False,87,79.0,67.1,,714.36,699.5,5
ZYDUSWELL,594.45,533.59,510.18,462.33,True,0.68,True,7.94,False,1.26,False,False,False,False,87,73.3,76.2,⚠️ W RSI>75,599.1,560.29,5
AIAENG,4800.0,4705.18,4411.74,3910.56,True,7.34,True,1.38,False,1.29,False,False,False,False,86,58.9,73.8,,5043.54,4755.24,5
SHRIRAMFIN,1066.7,999.67,978.62,906.44,True,3.73,True,1.24,False,0.89,False,False,False,False,86,72.2,57.7,,1072.07,1047.15,5
CGCL,227.76,215.16,203.04,187.2,True,1.56,True,1.76,False,0.96,False,False,True,False,85,73.4,68.5,,229.21,224.59,5
NYKAA,314.0,293.54,279.74,257.58,True,0.27,True,1.57,False,0.8,False,False,False,False,85,73.5,69.5,,315.16,307.29,5
SONACOMS,662.3,614.04,594.36,536.91,True,1.53,True,1.41,False,1.34,False,False,False,False,85,76.7,69.2,,673.27,616.23,5
NIACL,187.68,177.13,167.4,163.29,True,13.91,True,0.57,True,0.8,False,False,True,False,84,60.0,62.5,,189.22,181.03,5
FINCABLES,1129.8,1113.83,1057.58,928.43,True,6.15,True,0.73,False,1.09,False,True,False,False,83,54.3,60.5,,1155.85,1120.38,5
SAREGAMA,494.3,468.61,431.09,407.44,True,3.91,True,0.16,True,0.83,False,False,False,False,83,68.0,66.4,,500.3,485.06,5
CARBORUNIV,1141.7,1128.76,1057.58,947.43,True,12.64,True,0.47,True,0.79,False,False,False,False,82,55.0,69.8,,1171.17,1127.97,5
SOLARINDS,18659.0,17983.23,17190.77,15194.37,True,1.65,True,1.33,False,1.1,False,True,False,False,81,60.3,63.8,,18836.82,18350.63,5
STARHEALTH,588.5,562.69,536.56,488.3,True,2.86,True,0.52,True,0.81,False,False,True,False,81,74.0,75.9,⚠️ W RSI>75,595.39,585.81,5
CREDITACC,1543.3,1410.15,1353.2,1301.27,True,1.58,True,0.57,True,1.02,False,False,False,False,80,71.1,59.4,,1554.55,1501.6,5
MEDANTA,1345.3,1281.15,1229.6,1196.61,True,7.6,True,0.47,True,0.7,False,False,False,False,80,73.0,61.0,,1353.35,1331.77,5
EMCURE,1856.5,1796.03,1730.94,1544.84,True,4.5,True,0.57,True,0.8,False,False,True,False,78,63.1,68.6,,1866.66,1822.28,5
AUBANK,1057.0,1025.63,1005.96,938.24,True,2.09,True,1.58,False,0.65,True,False,False,False,77,60.9,60.2,,1067.37,1046.15,5
ATGL,733.45,722.42,688.59,626.24,True,14.67,True,0.29,True,0.8,False,False,True,False,77,56.3,62.2,,745.64,727.82,5
HONAUT,39545.0,37635.18,35161.63,33865.63,True,4.6,True,0.38,True,0.73,False,False,False,False,77,71.3,66.8,,40034.99,39240.72,5
IDFCFIRSTB,79.52,77.16,74.07,73.47,True,8.6,True,1.04,False,0.68,True,False,False,False,76,65.6,59.8,,79.87,78.48,5
ASTERDM,790.95,774.8,750.54,676.29,True,5.45,True,0.59,True,0.77,False,False,True,False,75,57.1,66.5,,798.55,775.27,5
GODREJIND,1211.8,1129.28,1081.87,1050.81,True,8.54,True,0.34,True,0.77,False,False,False,False,75,71.5,60.3,,1224.12,1195.0,5
LALPATHLAB,1650.3,1629.41,1578.94,1497.12,True,8.25,True,0.5,True,0.92,False,False,True,False,73,56.0,64.8,,1665.66,1621.48,5
IPCALAB,1719.4,1624.34,1586.68,1500.26,True,2.68,True,1.4,False,1.27,False,True,True,True,67,69.9,61.6,,1726.42,1689.41,5
THELEELA,476.25,462.97,443.6,430.56,True,6.8,True,0.54,True,0.62,True,False,False,False,61,62.5,62.9,,486.44,473.18,5
NIVABUPA,86.28,84.8,82.64,79.72,True,7.13,True,0.23,True,0.51,True,False,False,False,57,60.2,61.4,,86.79,84.98,5
GAIL,174.29,172.13,167.69,165.81,True,7.52,True,0.48,True,0.68,True,False,False,False,52,57.9,57.8,,175.18,172.74,5
ANTHEM,772.35,769.99,758.13,723.08,True,11.35,True,1.08,False,0.77,False,True,True,True,0,51.5,60.2,,780.78,767.63,5
OLAELEC,45.51,42.86,40.21,39.03,True,36.13,False,1.43,False,0.88,False,False,False,False,90,61.7,61.2,,46.05,44.07,4
BSE,3834.7,3943.44,3842.99,3219.78,False,13.76,True,0.65,False,0.69,True,False,False,False,87,43.0,61.4,,3974.17,3816.18,4
MCX,2923.2,2890.73,2890.37,2452.26,True,16.0,False,1.35,False,1.08,False,False,False,False,87,51.6,59.9,,3041.04,2912.08,4
IFCI,76.81,77.68,72.16,61.36,False,19.82,False,0.46,True,0.47,True,False,False,False,85,50.6,60.8,,78.64,75.22,4
ADANIPORTS,1883.2,1812.0,1750.45,1571.37,True,0.25,True,0.81,False,1.02,False,False,False,False,84,64.6,70.1,,1889.89,1843.65,4
WELSPUNLIV,166.83,156.68,146.34,135.13,True,2.44,True,0.85,False,0.85,False,False,False,False,84,66.4,65.6,,168.92,163.86,4
CUB,217.8,201.45,197.19,189.94,True,10.4,True,1.03,False,0.85,False,False,False,False,82,70.5,62.5,,219.22,214.32,4
KIMS,837.9,796.59,762.34,707.52,True,0.96,True,0.87,False,0.79,False,False,False,False,81,68.2,68.7,,846.85,829.77,4
USHAMART,502.4,486.27,476.04,436.8,True,4.76,True,0.76,False,0.82,False,False,False,False,81,58.9,61.3,,504.9,492.11,4
MOTILALOFS,956.9,922.28,876.68,836.08,True,12.08,True,0.71,False,0.79,False,False,False,False,80,66.0,61.6,,976.68,949.25,4
PHOENIXLTD,2012.5,1881.24,1814.59,1722.58,True,0.64,True,1.74,False,0.82,False,False,True,False,80,74.8,62.7,,2022.12,1975.22,4
BANDHANBNK,205.1,205.18,198.6,177.54,False,5.97,True,0.53,True,0.6,True,False,False,False,79,51.3,58.7,,207.6,203.48,4
IKS,1837.5,1703.66,1650.34,1597.1,True,1.26,True,2.06,False,1.05,False,False,False,False,79,71.9,56.2,,1862.86,1798.2,4
VTL,657.65,635.17,612.42,534.12,True,1.85,True,0.61,False,0.87,False,False,False,False,79,61.9,65.7,,661.26,639.36,4
YESBANK,24.25,24.16,22.99,21.61,True,5.93,True,0.74,False,0.83,False,False,False,False,79,54.1,60.7,,24.68,24.13,4
EXIDEIND,419.35,387.34,372.4,359.65,True,2.2,True,1.46,False,1.04,False,False,False,False,78,69.4,65.9,,423.12,390.91,4
GMRAIRPORT,111.79,107.31,102.8,97.32,True,2.49,True,1.54,False,0.92,False,False,False,False,78,66.3,64.2,,114.3,111.12,4
KPRMILL,1180.8,1117.42,1039.22,991.57,True,11.48,True,1.17,False,1.12,False,False,False,False,77,61.6,67.3,,1187.29,1146.05,4
LLOYDSME,1811.9,1766.78,1708.91,1486.02,True,4.0,True,0.79,False,0.97,False,False,False,False,76,59.1,63.9,,1843.84,1774.22,4
TORNTPHARM,4661.4,4525.76,4428.83,4073.07,True,1.72,True,1.41,False,0.96,False,False,True,False,76,65.5,66.4,,4679.67,4616.18,4
AUROPHARMA,1561.0,1508.74,1460.44,1313.66,True,1.76,True,1.38,False,0.86,False,False,False,False,75,63.8,70.7,,1568.47,1543.46,4
DELHIVERY,509.3,469.32,459.2,435.38,True,0.8,True,2.42,False,1.11,False,False,False,False,75,71.2,65.2,,513.91,499.7,4
ASIANPAINT,2744.5,2671.67,2606.48,2512.67,True,7.28,True,1.57,False,0.98,False,False,False,False,74,63.7,61.3,,2762.66,2708.29,4
FORTIS,974.95,962.48,949.36,904.84,True,11.71,True,1.75,False,0.83,False,False,False,False,74,55.9,57.6,,978.48,945.65,4
AJANTPHARM,3345.3,3194.72,3087.19,2861.3,True,4.61,True,2.04,False,1.37,False,False,False,False,73,64.8,62.8,,3363.36,3290.61,4
JBCHEPHARM,2321.2,2234.71,2170.18,1967.87,True,0.46,True,1.38,False,0.99,False,False,True,False,73,71.0,67.5,,2330.33,2286.01,4
MANAPPURAM,323.1,316.77,309.1,289.35,True,3.26,True,0.74,False,0.84,False,False,False,False,73,56.1,59.0,,326.33,316.38,4
