symbol,close,ema20,ema50,ema200,ema_stack,pct_from_52w,near_52w,vol_ratio,vol_contracted,atr_ratio,atr_contracted,nr7,inside_bar,nr7_ib,rs_rank,daily_rsi,weekly_rsi,rsi_alert,entry_trigger,stop_loss,score
CRAFTSMAN,10690.5,10253.91,9713.13,8336.72,True,2.46,True,0.49,True,0.9,False,True,True,True,90,64.0,74.2,,10863.35,10658.33,8
DIVISLAB,8570.0,8206.38,7627.98,6839.24,True,1.2,True,0.6,False,0.53,True,True,True,True,88,73.2,82.9,⚠️ W RSI>75,8606.1,8523.47,8
RRKABEL,2894.2,2704.03,2477.95,1914.67,True,0.91,True,0.6,False,0.95,False,True,True,True,98,70.5,73.2,,2922.92,2857.14,7
CARTRADE,2895.2,2788.49,2642.97,2336.88,True,12.01,True,0.23,True,0.67,True,False,False,False,97,60.5,64.6,,2937.93,2783.61,7
APARINDS,16784.0,16028.29,15057.01,12246.29,True,9.1,True,1.1,False,0.91,False,True,True,True,96,59.1,72.5,,16996.98,16588.4,7
KALYANKJIL,596.0,586.97,527.66,468.62,True,8.16,True,0.27,True,0.61,True,False,False,False,95,58.3,66.2,,605.66,592.06,7
IDEA,14.03,13.53,13.44,11.74,True,8.54,True,1.16,False,1.3,False,True,True,True,95,59.9,60.3,,14.2,13.92,7
RADICO,4696.0,4471.46,4143.7,3458.22,True,1.07,True,0.88,False,0.89,False,True,True,True,94,77.7,85.8,⚠️ W RSI>75,4739.43,4672.22,7
MOTHERSON,169.58,161.49,152.27,132.0,True,2.13,True,0.54,True,0.61,True,False,False,False,94,71.9,73.3,,171.97,168.67,7
NAVINFLUOR,8256.0,8043.58,7728.38,6746.81,True,5.92,True,0.44,True,0.59,True,False,False,False,90,58.4,76.1,⚠️ W RSI>75,8403.39,8213.78,7
RKFORGE,745.4,702.12,645.96,589.54,True,3.55,True,0.54,True,0.73,False,True,False,False,89,72.1,71.2,,752.1,737.76,7
TVSMOTOR,4390.0,4248.83,3980.58,3642.02,True,1.9,True,0.41,True,0.69,True,False,False,False,86,66.4,69.6,,4412.41,4351.74,7
VIJAYA,1498.4,1431.17,1369.52,1189.16,True,4.74,True,0.32,True,0.67,True,False,False,False,86,64.9,70.0,,1511.41,1484.71,7
TITAN,5068.0,4955.49,4729.08,4290.71,True,1.93,True,0.54,True,0.56,True,False,False,False,85,68.0,69.2,,5115.11,5055.04,7
ABB,7479.0,7467.79,7233.37,6462.1,True,4.51,True,0.41,True,0.75,False,True,True,True,84,53.4,60.8,,7488.98,7385.61,7
HEROMOTOCO,5740.5,5549.0,5278.03,5119.95,True,7.04,True,0.56,True,0.73,False,True,True,True,76,67.0,65.0,,5746.24,5664.33,7
ARE&M,930.85,923.96,894.88,877.62,True,10.98,True,0.38,True,0.53,True,True,True,True,46,54.5,56.6,,938.74,927.52,7
ATHERENERG,1449.6,1410.28,1270.13,937.0,True,8.25,True,0.47,True,0.76,False,False,False,False,99,60.0,75.7,⚠️ W RSI>75,1468.47,1420.28,6
HFCL,223.9,215.41,201.5,140.73,True,4.48,True,0.64,False,0.9,False,True,False,False,99,57.4,68.8,,230.03,222.29,6
AEGISLOG,1336.2,1313.68,1214.27,927.06,True,10.79,True,0.3,True,0.81,False,False,False,False,98,54.4,67.0,,1372.37,1323.68,6
LAURUSLABS,1825.0,1777.52,1642.47,1291.65,True,2.45,True,0.65,False,0.98,False,True,False,False,97,65.2,82.3,⚠️ W RSI>75,1833.83,1811.99,6
REDINGTON,348.1,326.88,298.02,266.59,True,4.5,True,0.59,True,0.88,False,False,False,False,96,65.7,70.3,,355.35,335.26,6
SHRIRAMFIN,1128.2,1095.83,1054.81,954.58,True,2.21,True,0.5,True,0.82,False,False,False,False,95,60.6,63.0,,1136.54,1114.38,6
FEDERALBNK,355.3,352.96,339.55,294.84,True,4.09,True,0.43,True,0.94,False,False,False,False,94,55.8,74.0,,364.56,354.94,6
IFCI,81.76,76.95,74.8,66.22,True,14.66,True,0.58,True,1.07,False,False,False,False,92,64.7,58.8,,82.61,80.29,6
IIFL,636.7,610.64,573.05,523.41,True,4.98,True,0.57,True,0.98,False,False,False,False,91,68.4,69.5,,650.5,633.37,6
M&MFIN,382.45,381.75,355.26,324.35,True,7.84,True,0.45,True,0.76,False,False,False,False,91,54.8,62.7,,397.9,379.17,6
