symbol,close,ema20,ema50,ema200,ema_stack,pct_from_52w,near_52w,vol_ratio,vol_contracted,atr_ratio,atr_contracted,nr7,inside_bar,nr7_ib,rs_rank,daily_rsi,weekly_rsi,rsi_alert,entry_trigger,stop_loss,score
VIJAYA,1372.0,1347.75,1308.35,1146.02,True,4.72,True,0.26,True,0.69,True,True,False,False,85,55.8,61.1,,1376.37,1349.75,8
ADANIENSOL,1667.8,1656.91,1559.82,1253.08,True,6.77,True,0.94,False,0.91,False,True,True,True,97,55.5,70.9,,1683.68,1640.36,7
CAPLIPOINT,2613.2,2557.52,2398.2,2077.74,True,3.18,True,0.64,False,1.04,False,True,True,True,96,57.0,67.9,,2645.04,2585.51,7
FEDERALBNK,359.15,342.98,325.91,284.72,True,0.21,True,0.41,True,0.57,True,False,False,False,96,77.0,76.3,⚠️ W RSI>75,360.26,356.09,7
GABRIEL,1414.8,1341.52,1238.94,1074.24,True,6.91,True,0.79,False,0.96,False,True,True,True,96,61.3,69.7,,1436.33,1403.5,7
BHARATFORG,2171.5,2145.35,2067.65,1771.11,True,2.68,True,0.63,False,0.85,False,True,True,True,94,57.7,72.9,,2187.18,2149.05,7
DATAPATTNS,4436.6,4402.96,4290.45,3607.14,True,10.28,True,0.84,False,1.04,False,True,True,True,94,51.6,59.8,,4454.45,4325.77,7
HSCL,769.9,730.81,679.47,566.63,True,6.05,True,0.61,False,1.03,False,True,True,True,93,61.5,73.2,,772.57,749.5,7
KARURVYSYA,340.1,318.01,304.19,278.07,True,1.48,True,0.63,False,0.62,True,True,False,False,89,69.0,65.5,,343.09,337.66,7
SHYAMMETL,1033.6,1012.96,976.17,905.18,True,5.01,True,0.27,True,0.75,False,True,True,True,70,58.9,64.7,,1037.54,1020.18,7
AEGISLOG,1282.6,1272.38,1115.19,861.67,True,10.59,True,0.28,True,0.71,False,False,True,False,99,54.9,79.1,⚠️ W RSI>75,1303.3,1252.25,6
GLAND,2543.7,2435.75,2323.61,2016.37,True,1.16,True,0.41,True,0.89,False,False,False,False,94,62.6,64.6,,2552.55,2426.27,6
SAREGAMA,530.45,496.46,465.88,423.49,True,0.94,True,0.16,True,1.04,False,False,False,False,94,65.4,67.9,,536.04,516.53,6
NEULANDLAB,19697.0,18728.49,17915.54,15817.83,True,1.77,True,0.51,True,0.96,False,False,False,False,93,66.3,71.9,,19834.81,18863.12,6
BELRISE,230.47,231.64,227.79,195.57,False,8.54,True,0.59,True,0.75,False,True,True,True,91,49.1,61.6,,233.18,228.47,6
NYKAA,327.5,320.56,303.53,269.29,True,2.24,True,0.45,True,0.82,False,False,False,False,91,63.6,70.9,,332.93,325.77,6
MINDACORP,692.25,679.68,652.74,591.8,True,3.0,True,0.35,True,1.13,False,False,False,False,91,57.0,57.6,,697.3,675.37,6
CHENNPETRO,1212.3,1189.14,1145.58,993.64,True,10.47,True,2.12,False,1.31,False,True,False,False,89,54.0,60.8,,1221.12,1174.92,6
SONACOMS,720.5,690.87,649.35,564.59,True,2.85,True,2.13,False,1.05,False,True,False,False,89,71.2,75.8,⚠️ W RSI>75,725.47,710.39,6
NAM-INDIA,1168.1,1160.51,1130.42,989.53,True,5.3,True,1.37,False,1.04,False,True,False,False,88,52.2,62.2,,1174.17,1147.85,6
MOTHERSON,146.0,145.09,141.81,126.95,True,5.79,True,0.58,True,1.15,False,False,False,False,87,53.5,61.9,,148.95,143.72,6
CREDITACC,1590.4,1517.24,1450.45,1343.73,True,1.46,True,3.36,False,1.13,False,True,True,True,79,63.3,66.3,,1597.6,1560.54,6
TATATECH,742.4,729.13,710.75,667.66,True,4.21,True,0.59,True,0.83,False,True,False,False,77,54.5,59.2,,755.15,738.56,6
