symbol,close,ema20,ema50,ema200,ema_stack,pct_from_52w,near_52w,vol_ratio,vol_contracted,atr_ratio,atr_contracted,nr7,inside_bar,nr7_ib,rs_rank,daily_rsi,weekly_rsi,rsi_alert,entry_trigger,stop_loss,score
BHEL,422.35,392.62,349.7,287.47,True,0.55,True,0.53,True,0.56,True,False,False,False,98,74.1,81.5,⚠️ W RSI>75,425.12,416.08,7
IDEA,14.18,12.61,11.37,9.98,True,0.77,True,1.43,False,0.63,True,True,False,False,96,86.1,72.1,⚠️ D RSI>80,14.3,14.06,7
MAHABANK,80.08,79.13,75.49,64.94,True,6.78,True,0.5,True,0.72,False,True,False,False,88,55.8,67.7,,80.33,79.52,7
CRAFTSMAN,8688.5,8391.49,7979.06,7163.96,True,10.78,True,0.26,True,0.68,True,False,False,False,87,66.1,65.1,,8796.29,8561.93,7
BHARATFORG,1938.6,1903.98,1844.73,1571.07,True,5.16,True,0.53,True,0.64,True,False,False,False,85,57.6,65.5,,1962.96,1914.08,7
MANAPPURAM,328.75,311.7,297.17,281.61,True,1.57,True,0.8,False,0.69,True,True,True,True,81,69.1,66.4,,330.38,326.87,7
LALPATHLAB,1617.2,1586.83,1509.23,1459.92,True,8.2,True,0.47,True,0.77,False,True,True,True,73,57.2,62.0,,1638.44,1590.41,7
GMDCLTD,699.1,668.74,648.12,559.46,True,9.43,True,0.63,False,0.9,False,True,False,False,94,59.9,62.2,,708.91,694.85,6
SYRMA,1053.8,1020.69,955.88,810.47,True,11.3,True,0.63,False,0.71,False,True,False,False,94,60.5,67.0,,1076.83,1046.95,6
SAIL,206.06,192.83,179.95,153.09,True,1.74,True,1.04,False,0.92,False,True,False,False,93,67.7,78.2,⚠️ W RSI>75,208.66,203.62,6
CHENNPETRO,1053.1,1030.39,1012.04,894.96,True,9.19,True,0.23,True,0.81,False,False,False,False,91,54.7,59.7,,1065.86,1012.99,6
POLYCAB,9664.0,9001.08,8441.25,7560.62,True,0.33,True,0.5,True,0.79,False,False,False,False,90,79.3,72.6,,9705.7,9551.44,6
GLAND,2313.0,2080.2,1918.8,1795.42,True,3.46,True,2.18,False,0.98,False,True,False,False,89,75.5,76.9,⚠️ W RSI>75,2357.05,2306.89,6
SAILIFE,1131.2,1105.34,1052.73,935.34,True,4.52,True,0.83,False,1.01,False,True,False,False,89,57.9,67.3,,1151.15,1115.18,6
NATCOPHARM,1175.8,1154.73,1095.25,960.1,True,4.16,True,0.41,True,0.75,False,False,False,False,88,58.2,72.1,,1203.2,1169.13,6
EMCURE,1725.3,1692.86,1637.17,1472.16,True,5.72,True,0.28,True,0.82,False,False,False,False,87,56.0,63.6,,1732.43,1674.82,6
GALLANTT,689.4,740.9,721.59,624.35,False,27.28,False,0.06,True,0.64,True,True,True,True,87,39.3,51.5,,701.15,685.81,6
JINDALSAW,246.07,227.18,216.89,201.47,True,4.63,True,0.3,True,1.14,False,False,False,False,87,65.1,63.5,,247.25,227.97,6
KEI,5446.2,5113.06,4869.55,4331.01,True,0.16,True,0.74,False,0.63,True,False,False,False,86,72.3,68.4,,5460.45,5301.09,6
ABSLAMC,1027.3,1027.2,999.26,878.14,True,8.56,True,0.36,True,0.84,False,False,False,False,85,50.7,62.5,,1035.63,997.0,6
VIJAYA,1261.4,1225.2,1133.99,1042.11,True,8.55,True,0.59,True,0.79,False,False,True,False,85,60.5,71.4,,1271.47,1229.37,6
LTF,281.7,279.16,278.23,262.37,True,13.61,True,0.9,False,1.02,False,True,True,True,84,52.7,53.7,,284.88,280.22,6
ADANIPORTS,1824.5,1744.61,1641.65,1490.46,True,0.99,True,0.52,True,0.56,True,False,False,False,83,69.4,72.9,,1844.64,1808.09,6
KARURVYSYA,294.05,292.19,291.36,265.5,True,14.38,True,0.38,True,0.6,True,False,False,False,80,51.6,55.0,,295.29,284.71,6
TIMKEN,3636.9,3573.94,3476.46,3199.29,True,3.66,True,0.96,False,0.88,False,True,True,True,75,56.0,67.1,,3655.65,3602.99,6
ADANIPOWER,248.91,222.93,201.79,160.94,True,1.48,True,1.26,False,1.09,False,False,False,False,99,76.4,79.1,⚠️ W RSI>75,252.9,245.25,5
ATHERENERG,955.5,916.73,866.97,694.2,True,3.43,True,0.94,False,1.02,False,False,True,False,99,60.6,64.9,,978.48,949.05,5
HFCL,173.92,141.7,117.08,87.67,True,1.43,True,1.34,False,1.11,False,False,False,False,99,80.5,82.6,⚠️ D+W OB,176.62,161.03,5
GVT&D,5097.7,4594.65,4280.74,3411.4,True,1.66,True,1.17,False,1.08,False,False,False,False,98,72.3,79.7,⚠️ W RSI>75,5188.68,4844.15,5
POWERINDIA,37550.0,33973.73,30770.28,23698.48,True,0.38,True,1.74,False,1.15,False,False,False,False,98,73.8,81.3,⚠️ W RSI>75,37732.69,35949.02,5
SCHNEIDER,1377.6,1279.5,1148.28,912.21,True,2.84,True,1.75,False,0.89,False,False,False,False,98,65.4,81.8,⚠️ W RSI>75,1419.22,1359.64,5
WELCORP,1372.9,1280.5,1147.1,942.41,True,0.51,True,1.33,False,1.21,False,False,False,False,98,68.6,79.5,⚠️ W RSI>75,1381.38,1317.68,5
BSE,4248.4,4009.34,3624.42,2955.05,True,4.46,True,0.77,False,1.1,False,False,False,False,97,69.1,78.7,⚠️ W RSI>75,4451.25,4231.86,5
LAURUSLABS,1381.7,1284.83,1186.3,1012.39,True,0.7,True,0.82,False,0.79,False,False,False,False,97,81.3,77.1,⚠️ D+W OB,1392.89,1363.73,5
NATIONALUM,433.05,409.64,400.41,321.86,True,2.23,True,0.63,False,0.96,False,False,False,False,97,62.5,68.0,,438.19,419.83,5
ADANIENSOL,1540.1,1363.76,1259.51,1056.59,True,1.2,True,1.5,False,1.07,False,False,False,False,96,76.3,76.0,⚠️ W RSI>75,1560.36,1473.62,5
HINDCOPPER,555.35,557.61,547.3,455.22,False,26.82,False,0.52,True,0.77,False,True,True,True,96,50.0,59.1,,564.56,553.75,5
KIRLOSENG,1830.0,1683.38,1590.34,1279.7,True,0.33,True,0.89,False,0.97,False,False,False,False,96,67.4,66.7,,1837.84,1743.35,5
ADANIGREEN,1489.9,1349.29,1213.69,1050.56,True,1.85,True,0.81,False,0.91,False,False,False,False,95,75.2,76.1,⚠️ W RSI>75,1519.52,1465.53,5
CUMMINSIND,6027.5,5365.14,5124.99,4442.6,True,1.17,True,0.83,False,1.39,False,False,False,False,95,77.6,79.2,⚠️ W RSI>75,6105.1,5397.1,5
GABRIEL,1129.3,1083.64,1030.1,975.78,True,18.49,False,0.55,True,0.94,False,False,False,False,95,63.3,60.2,,1150.95,1096.9,5
LLOYDSME,1858.8,1733.48,1604.27,1398.75,True,1.58,True,0.98,False,0.97,False,False,False,False,95,70.7,72.3,,1890.49,1848.15,5
NETWEB,4072.0,3911.53,3759.55,3235.69,True,9.35,True,0.82,False,0.89,False,False,False,False,95,58.6,61.8,,4101.8,3850.15,5
ANANDRATHI,3566.7,3564.03,3448.27,3032.75,True,4.32,True,0.7,False,1.1,False,False,False,False,94,53.7,69.3,,3628.62,3546.45,5
HONASA,419.95,365.09,341.43,302.48,True,0.66,True,19.36,False,1.65,False,False,False,False,94,85.0,68.0,⚠️ D RSI>80,423.17,392.81,5
OFSS,10299.5,9347.32,8543.78,7870.96,True,0.78,True,0.84,False,1.19,False,False,False,False,94,77.6,72.8,,10390.88,9901.09,5
ATGL,808.55,650.03,612.32,590.63,True,2.58,True,3.14,False,1.75,False,False,False,False,93,81.2,70.7,⚠️ D RSI>80,830.83,713.34,5
APARINDS,13426.0,12488.22,11672.79,9638.65,True,1.13,True,0.93,False,1.15,False,False,False,False,93,66.1,74.4,,13593.58,12532.46,5
DATAPATTNS,4139.2,3963.31,3717.42,3074.11,True,3.81,True,0.68,False,0.74,False,False,False,False,93,59.6,69.3,,4216.21,4105.89,5
HINDALCO,1149.7,1074.01,1026.0,890.81,True,0.37,True,0.98,False,1.1,False,False,False,False,93,69.2,73.1,,1155.15,1117.18,5
J&KBANK,143.88,135.41,128.72,113.77,True,0.77,True,0.64,False,0.78,False,False,False,False,92,64.1,74.4,,144.84,139.62,5
RRKABEL,1951.0,1868.93,1696.25,1452.46,True,4.78,True,1.23,False,0.8,False,False,False,False,92,65.1,74.1,,2038.04,1927.97,5
FINCABLES,1177.25,1052.63,981.44,878.46,True,0.64,True,1.47,False,1.03,False,False,False,False,91,71.5,74.8,,1185.98,1089.41,5
GRANULES,782.6,737.9,691.48,598.96,True,2.18,True,2.35,False,1.02,False,False,False,False,91,72.0,76.9,⚠️ W RSI>75,800.8,754.1,5
THERMAX,4590.6,4363.57,4009.41,3462.38,True,5.93,True,1.0,False,0.92,False,False,False,False,91,64.0,80.7,⚠️ W RSI>75,4663.06,4419.08,5
TRITURBINE,719.15,628.69,571.17,531.08,True,2.55,True,2.39,False,1.19,False,False,False,False,91,76.8,78.3,⚠️ W RSI>75,725.27,689.81,5
GLENMARK,2384.9,2338.39,2272.12,2051.61,True,3.6,True,1.09,False,1.29,False,False,False,False,90,56.1,62.0,,2392.39,2319.68,5
NLCINDIA,349.9,335.65,311.02,270.57,True,9.77,True,0.71,False,0.85,False,False,True,False,90,60.8,77.9,⚠️ W RSI>75,355.86,344.75,5
USHAMART,510.45,469.52,452.13,420.32,True,1.46,True,2.39,False,0.98,False,False,False,False,90,72.0,70.4,,518.52,484.52,5
SOLARINDS,18653.0,17140.65,15776.86,14220.25,True,0.78,True,0.72,False,0.81,False,False,False,False,89,77.7,71.6,,18817.8,18405.58,5
DEEPAKFERT,1448.3,1335.31,1233.84,1228.78,True,17.99,False,1.23,False,1.13,False,True,False,False,88,68.0,66.8,,1468.27,1437.56,5
NAVINFLUOR,7244.5,7011.32,6700.33,5915.67,True,3.73,True,0.97,False,1.17,False,False,False,False,88,63.2,68.5,,7477.47,7195.3,5
CGPOWER,934.8,847.48,797.03,715.13,True,0.34,True,1.1,False,0.98,False,False,False,False,87,73.9,76.8,⚠️ W RSI>75,938.94,881.12,5
ADANIENT,2973.1,2643.68,2420.31,2303.67,True,1.8,True,1.11,False,1.12,False,False,False,False,86,81.2,72.3,⚠️ D RSI>80,3030.53,2941.06,5
NAM-INDIA,1088.9,1066.81,1008.97,891.26,True,3.21,True,0.69,False,0.89,False,False,False,False,86,57.9,64.9,,1106.1,1083.92,5
RBLBANK,348.25,333.46,324.82,296.89,True,1.35,True,0.72,False,0.86,False,False,False,False,86,62.5,66.0,,353.35,342.66,5
WOCKPHARMA,1771.0,1582.48,1481.72,1412.28,True,5.23,True,0.94,False,0.9,False,False,False,False,86,72.5,65.3,,1790.79,1704.29,5
