symbol,close,ema20,ema50,ema200,ema_stack,pct_from_52w,near_52w,vol_ratio,vol_contracted,atr_ratio,atr_contracted,nr7,inside_bar,nr7_ib,rs_rank,daily_rsi,weekly_rsi,rsi_alert,entry_trigger,stop_loss,score
BELRISE,217.89,214.2,207.64,176.22,True,4.77,True,0.53,True,0.61,True,False,False,False,96,55.9,65.9,,220.42,213.19,7
SAILIFE,1128.3,1117.05,1065.8,948.79,True,4.77,True,0.5,True,0.64,True,False,False,False,89,55.1,65.1,,1145.64,1115.58,7
BHEL,410.75,399.38,359.12,293.06,True,3.33,True,0.52,True,0.76,False,False,False,False,96,62.9,73.7,,413.41,398.9,6
IDEA,14.16,13.09,11.77,10.15,True,1.94,True,0.95,False,0.64,True,False,False,False,96,80.6,72.1,⚠️ D RSI>80,14.21,13.8,6
CHENNPETRO,1141.6,1050.48,1023.41,903.07,True,1.56,True,0.46,True,1.14,False,False,False,False,93,68.0,61.5,,1146.14,1072.93,6
SAIL,205.85,196.84,183.65,155.62,True,1.84,True,0.63,False,0.5,True,False,False,False,92,66.0,74.8,,206.81,202.42,6
ANGELONE,342.65,327.15,304.49,268.27,True,2.38,True,0.45,True,0.84,False,False,False,False,90,64.9,64.9,,345.09,331.57,6
DATAPATTNS,4025.2,3977.2,3760.57,3123.7,True,6.46,True,0.54,True,0.9,False,False,True,False,89,53.4,61.0,,4049.45,3807.99,6
NAVINFLUOR,7052.0,7039.71,6759.8,5981.8,True,6.29,True,0.56,True,1.18,False,False,False,False,89,53.7,64.0,,7150.64,6894.1,6
DEEPAKFERT,1405.7,1354.33,1253.63,1243.1,True,20.4,False,0.56,True,0.95,False,True,False,False,87,61.4,62.1,,1422.32,1393.6,6
ZYDUSWELL,497.8,495.86,483.42,446.16,True,9.88,True,0.1,True,0.84,False,False,False,False,86,51.8,59.6,,512.16,492.01,6
J&KBANK,141.92,137.56,130.68,114.86,True,2.12,True,0.54,True,0.77,False,False,True,False,85,59.8,70.2,,143.33,139.51,6
CREDITACC,1315.4,1314.88,1297.55,1273.83,True,16.11,False,0.43,True,0.6,True,True,True,True,63,50.7,53.6,,1333.33,1305.69,6
ADANIPOWER,235.93,228.4,207.42,164.39,True,7.19,True,0.95,False,0.97,False,False,False,False,99,60.3,76.5,⚠️ W RSI>75,236.91,227.18,5
ATHERENERG,960.6,929.12,879.89,704.4,True,4.31,True,0.61,False,0.82,False,False,False,False,99,59.4,69.2,,965.96,926.67,5
HFCL,189.94,155.05,126.64,91.74,True,0.76,True,1.14,False,1.16,False,False,False,False,99,84.9,85.7,⚠️ D+W OB,191.58,176.32,5
ACUTAAS,3037.6,2868.72,2625.84,2038.69,True,4.72,True,0.74,False,1.38,False,False,False,False,98,64.3,78.9,⚠️ W RSI>75,3062.86,2899.1,5
CEMPRO,1041.7,927.25,815.19,728.15,True,4.42,True,0.65,False,1.13,False,False,True,False,98,69.8,73.7,,1065.16,1025.27,5
NETWEB,4782.8,4126.07,3875.95,3289.69,True,2.9,True,3.22,False,1.47,False,False,True,False,98,74.3,68.2,,4829.32,4547.75,5
SYRMA,1166.8,1049.7,978.06,825.41,True,1.78,True,0.77,False,0.78,False,False,False,False,98,74.8,67.2,,1175.17,1095.9,5
WELCORP,1386.8,1313.02,1181.35,960.01,True,0.86,True,1.05,False,0.83,False,False,False,False,98,70.1,80.8,⚠️ W RSI>75,1392.99,1348.65,5
ADANIENSOL,1530.6,1415.18,1298.02,1077.52,True,3.03,True,0.99,False,0.87,False,False,False,False,97,70.7,72.7,,1538.34,1474.02,5
POWERINDIA,35105.0,34637.4,31429.47,24135.37,True,9.49,True,2.43,False,1.34,False,False,False,False,97,55.8,78.9,⚠️ W RSI>75,36351.31,34785.18,5
KIRLOSENG,1856.9,1749.58,1633.72,1304.49,True,6.73,True,1.44,False,1.02,False,False,False,False,97,63.7,73.3,,1943.04,1840.86,5
LAURUSLABS,1382.6,1315.91,1214.77,1029.48,True,1.16,True,0.81,False,0.81,False,False,True,False,97,74.7,80.1,⚠️ W RSI>75,1392.09,1369.13,5
NATIONALUM,434.4,416.92,405.02,326.44,True,2.27,True,2.45,False,1.2,False,False,False,False,97,61.3,68.9,,444.94,430.97,5
GVT&D,4781.0,4704.88,4378.06,3476.63,True,8.45,True,1.71,False,1.17,False,False,False,False,96,55.8,75.3,⚠️ W RSI>75,4860.86,4576.42,5
ADANIGREEN,1449.4,1386.98,1250.81,1070.44,True,5.42,True,0.77,False,0.8,False,False,False,False,95,66.4,73.7,,1459.26,1407.09,5
THERMAX,4969.7,4523.79,4119.35,3508.89,True,2.07,True,2.06,False,1.19,False,False,True,False,95,72.2,76.4,⚠️ W RSI>75,5010.0,4795.3,5
CUMMINSIND,5708.0,5511.9,5227.54,4506.93,True,6.43,True,1.49,False,1.7,False,False,False,False,94,60.6,78.6,⚠️ W RSI>75,5770.26,5601.39,5
OFSS,10344.5,9630.23,8788.94,7976.18,True,2.27,True,1.35,False,1.17,False,False,False,False,94,71.6,74.3,,10485.98,10166.32,5
HINDALCO,1146.3,1096.14,1043.01,903.52,True,2.53,True,1.05,False,1.01,False,False,False,False,93,65.6,72.4,,1162.16,1135.26,5
LLOYDSME,1821.7,1754.48,1627.99,1413.66,True,3.54,True,0.91,False,0.84,False,False,False,False,93,63.3,71.3,,1848.65,1800.2,5
RRKABEL,2023.8,1917.77,1743.49,1476.57,True,4.99,True,1.45,False,1.11,False,False,False,False,93,67.6,78.5,⚠️ W RSI>75,2041.04,1962.34,5
ACMESOLAR,334.75,298.91,285.13,259.75,True,0.93,True,1.95,False,1.22,False,False,False,False,92,75.7,64.0,,338.24,295.6,5
APARINDS,13270.0,12704.87,11891.23,9783.12,True,2.28,True,1.45,False,1.28,False,False,False,False,92,60.6,69.5,,13338.32,12498.49,5
GRANULES,777.55,751.17,704.3,607.2,True,3.33,True,2.35,False,1.06,False,False,False,False,92,67.7,77.2,⚠️ W RSI>75,788.04,767.98,5
NEULANDLAB,16909.0,16594.11,15633.24,14599.55,True,14.37,True,0.76,False,0.72,False,False,False,False,92,58.8,62.1,,17114.1,16688.29,5
NLCINDIA,349.1,338.92,316.14,273.97,True,9.98,True,0.82,False,0.81,False,False,False,False,91,58.3,69.1,,351.35,332.32,5
